student_id,race,gender,ethnicity,prior_educational_experience,socio_economic_class_rank,physical_disability,mental_health_disability,specific_learning_disability,autistic_spectrum,adhd,dyslexia,other_neurodivergence,deaf_or_hearing_impaired,wheelchair_user,requires_personal_care,blind_or_visually_impaired,communication_difficulties,no_known_disabilities,academic_year,faculty_code,faculty,department_code,department,programme_code,programme
5531,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.8,Hammercraft
5532,Dwarf,Male,Flint,Vocational,5,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5533,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
5534,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
5535,Elf,Male,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.17,"Care, Craft and Continuity"
5536,Elf,Male,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
5537,Dwarf,Male,Granite,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5538,Elf,Female,Palm,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
5539,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.24,Ceremonies
5540,Dwarf,Female,Gypsum,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
5541,Dwarf,Male,Flint,Vocational,5,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
5542,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
5543,Dwarf,Female,Flint,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
5544,Elf,Female,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5545,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
5546,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
5547,Dwarf,Male,Alabaster,Vocational,2,False,False,False,False,True,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
5548,Dwarf,Male,Flint,Vocational,3,False,True,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.43,Conflict Transformation through Cultural Design
5549,Elf,Male,Palm,Academic,4,False,False,True,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
5550,Dwarf,Male,Flint,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
5551,Elf,Male,Ash,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5552,Elf,Male,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.17,"Care, Craft and Continuity"
5553,Dwarf,Female,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
5554,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
5555,Elf,Female,Palm,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
5556,Dwarf,Female,Gypsum,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.3,Transdisciplinary Design and Praxis,3.3.32,Embodied Research Methods
5557,Elf,Male,Rowan,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
5558,Dwarf,Female,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.14,Maintenance Rituals for Ancient Systems
5559,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
5560,Elf,Female,Palm,Academic,4,False,False,False,True,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5561,Dwarf,Male,Flint,Vocational,4,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.18,Herbal Practice and Energy Work
5562,Elf,Other,Baobab,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5563,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.22,Mediation
5564,Dwarf,Male,Malachite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
5565,Dwarf,Female,Alabaster,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.7,Precision Smithing and Design
5566,Elf,Male,Baobab,Vocational,5,False,False,False,False,True,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
5567,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.14,Maintenance Rituals for Ancient Systems
5568,Dwarf,Female,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.2,Mutual Aid and Guild Governance
5569,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,True,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.30,Pedagogies for Uncertain Times
5570,Elf,Other,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.20,Dreaming and Somatic Inquiry
5571,Dwarf,Other,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
5572,Elf,Male,Palm,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
5573,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5574,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
5575,Elf,Female,Ash,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
5576,Dwarf,Male,Alabaster,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
5577,Dwarf,Female,Malachite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5578,Elf,Other,Holly,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.13,Living Stone Architecture
5579,Elf,Female,Holly,Academic,3,False,True,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
5580,Elf,Male,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.20,Dreaming and Somatic Inquiry
5581,Elf,Male,Baobab,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5582,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.14,Maintenance Rituals for Ancient Systems
5583,Elf,Female,Yew,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5584,Dwarf,Female,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5585,Dwarf,Female,Gypsum,Vocational,5,False,False,True,False,True,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5586,Dwarf,Male,Gypsum,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.21,Restorative Space Design
5587,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
5588,Dwarf,Female,Flint,Vocational,3,False,False,False,True,False,False,True,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.1,Distributed Workshop Economies
5589,Dwarf,Female,Gypsum,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
5590,Elf,Female,Baobab,Vocational,2,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
5591,Elf,Male,Rowan,Academic,4,False,True,False,False,False,False,False,False,True,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.26,Ancient Rites
5592,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
5593,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
5594,Dwarf,Other,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
5595,Dwarf,Male,Alabaster,Academic,2,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.41,Wisdom Traditions and Moral Craft
5596,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
5597,Dwarf,Male,Granite,Vocational,4,False,False,False,False,True,False,False,False,False,False,False,True,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
5598,Dwarf,Female,Granite,Vocational,3,False,False,False,False,False,False,True,True,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
5599,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5600,Elf,Female,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
5601,Elf,Male,Rowan,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
5602,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
5603,Elf,Male,Yew,Academic,5,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
5604,Dwarf,Female,Flint,Academic,4,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.1,Distributed Workshop Economies
5605,Elf,Male,Holly,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
5606,Elf,Female,Ash,Academic,1,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.28,Indigenous and Folk Knowledge Systems
5607,Dwarf,Female,Malachite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.3,Forge Arts and Metallurgy,1.3.9,Artefact Restoration
5608,Dwarf,Female,Flint,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5609,Elf,Male,Ash,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
5610,Dwarf,Female,Flint,Vocational,4,False,False,True,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5611,Dwarf,Male,Malachite,Vocational,2,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
5612,Elf,Female,Rowan,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.25,Timekeeping in Plural Cultures
5613,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,True,True,1,3,Faculty of Integrative Inquiry,3.3,Transdisciplinary Design and Praxis,3.3.32,Embodied Research Methods
5614,Dwarf,Male,Gypsum,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
5615,Dwarf,Male,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.1,Community Labour & Cooperative Innovation,1.1.3,Pedagogies of the Hand
5616,Elf,Female,Rowan,Academic,3,False,False,False,True,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
5617,Dwarf,Female,Flint,Vocational,1,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.14,Maintenance Rituals for Ancient Systems
5618,Elf,Male,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.18,Herbal Practice and Energy Work
5619,Elf,Female,Palm,Academic,5,False,False,True,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.20,Dreaming and Somatic Inquiry
5620,Elf,Male,Yew,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
5621,Dwarf,Male,Malachite,Academic,1,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.25,Timekeeping in Plural Cultures
5622,Dwarf,Female,Flint,Academic,3,False,True,False,False,True,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.37,Storyweaving & Community Histories
5623,Dwarf,Female,Sandstone,Vocational,4,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.12,Runic Infrastructure
5624,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5625,Elf,Male,Ash,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.4,"Rites, Rest, and Renewal",2.4.26,Ancient Rites
5626,Elf,Female,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5627,Dwarf,Male,Flint,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
5628,Elf,Male,Baobab,Academic,4,False,False,True,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
5629,Elf,Female,Baobab,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.34,Comparative Runes and Scripts
5630,Dwarf,Male,Sandstone,Vocational,4,False,False,False,False,True,False,False,True,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.15,Radical Mentorship
5631,Dwarf,Female,Alabaster,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5632,Elf,Female,Ash,Vocational,4,False,False,False,True,False,False,True,True,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
5633,Elf,Male,Ash,Academic,3,False,False,False,False,False,False,False,False,False,False,False,True,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
5634,Elf,Male,Baobab,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
5635,Elf,Male,Ash,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.1,Ecologies of Knowledge,3.1.27,Epistemological Justice
5636,Dwarf,Male,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.13,Living Stone Architecture
5637,Elf,Female,Holly,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.6,Brewcraft and Fermentation Systems
5638,Dwarf,Female,Granite,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.14,Maintenance Rituals for Ancient Systems
5639,Elf,Male,Ash,Vocational,3,False,False,False,True,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.16,Listening Circles Facilitation
5640,Elf,Male,Baobab,Academic,3,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.19,Integrated Mind-Body
5641,Dwarf,Female,Gypsum,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.4,Political Myth and Governance,4.4.44,Narrative Governance and Institution Building
5642,Elf,Female,Baobab,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
5643,Dwarf,Male,Gypsum,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.41,Wisdom Traditions and Moral Craft
5644,Dwarf,Male,Granite,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.1,"Education, Eldership, and Mentoring",2.1.17,"Care, Craft and Continuity"
5645,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.39,Elven Ethics in Modern Governance
5646,Dwarf,Male,Sandstone,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.37,Storyweaving & Community Histories
5647,Dwarf,Male,Malachite,Vocational,5,True,True,False,False,False,False,False,True,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.11,"Hydraulics, Heuristics & Harmonics"
5648,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.22,Mediation
5649,Dwarf,Female,Gypsum,Academic,5,False,False,False,False,False,True,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.2,Healing and Embodied Knowledge,2.2.20,Dreaming and Somatic Inquiry
5650,Dwarf,Female,Sandstone,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5651,Elf,Female,Rowan,Academic,3,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.29,Intergenerational Learning
5652,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.3,Philosophy and Ethics,4.3.40,Critical Power
5653,Dwarf,Male,Flint,Vocational,3,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
5654,Dwarf,Male,Alabaster,Vocational,3,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
5655,Dwarf,Male,Granite,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
5656,Dwarf,Male,Flint,Vocational,1,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.5,Mycelial Cultivation and Biotech
5657,Dwarf,Female,Malachite,Vocational,4,False,False,False,True,False,False,False,False,False,False,True,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
5658,Dwarf,Female,Sandstone,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.5,Stonework and Structural Alchemy,1.5.14,Maintenance Rituals for Ancient Systems
5659,Elf,Other,Holly,Academic,5,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,Faculty of Integrative Inquiry,3.2,Learning Futures,3.2.30,Pedagogies for Uncertain Times
5660,Elf,Female,Palm,Academic,4,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
5661,Dwarf,Male,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
5662,Dwarf,Male,Flint,Vocational,5,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.35,Multispecies Semantics
5663,Dwarf,Female,Sandstone,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.4,Mechanics and Engineering,1.4.10,Logic & Leverage (Systems Engineering)
5664,Elf,Female,Palm,Academic,3,False,False,True,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.1,Language and Symbol,4.1.33,Ancient Tongues and Translation
5665,Dwarf,Female,Flint,Vocational,4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.38,Folkloric Transmission and Archiving
5666,Elf,Female,Yew,Academic,3,False,False,False,False,False,False,False,False,False,False,False,False,True,1,4,Faculty of Living Lore,4.2,Oral Histories and Memorycraft,4.2.36,Ritual and Recollection
5667,Dwarf,Female,Flint,Vocational,3,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,Faculty of Applied Forging,1.2,Food and Sustenance Technologies,1.2.4,Earth-Aligned Agriculture
5668,Elf,Female,Baobab,Academic,4,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,Faculty of Hearth and Transformation,2.3,Hospitality and Conflict Holding,2.3.23,Hospitality as Praxis
